date,open,high,low,close,diff,volume
2017-11-13,9235.0,9320.0,9205.0,9265.0,35.0,2104244.0
2017-11-14,9290.0,9335.0,9220.0,9230.0,35.0,1913452.0
2017-11-15,9275.0,9290.0,9105.0,9105.0,125.0,2029698.0
2017-11-16,9180.0,9180.0,9060.0,9095.0,10.0,1940470.0
2017-11-17,9100.0,9190.0,9040.0,9105.0,10.0,1022464.0
2017-11-20,9100.0,9290.0,9020.0,9115.0,10.0,573145.0
2017-11-21,9230.0,9250.0,9120.0,9225.0,110.0,499881.0
2017-11-22,9285.0,9335.0,9225.0,9240.0,15.0,522923.0
2017-11-23,9240.0,9290.0,8905.0,8940.0,300.0,513568.0
2017-11-24,9015.0,9055.0,8930.0,9020.0,80.0,486342.0
2017-11-27,9060.0,9060.0,8895.0,8960.0,60.0,526451.0
2017-11-28,8870.0,9030.0,8840.0,8880.0,80.0,573639.0
2017-11-29,8925.0,8945.0,8790.0,8850.0,30.0,662975.0
2017-11-30,8925.0,8940.0,8790.0,8790.0,60.0,465165.0
2017-12-01,8790.0,8860.0,8760.0,8830.0,40.0,489654.0
2017-12-04,8830.0,8910.0,8800.0,8815.0,15.0,612113.0
2017-12-05,8830.0,8885.0,8795.0,8825.0,10.0,587975.0
2017-12-06,8870.0,8895.0,8760.0,8790.0,35.0,463178.0
2017-12-07,8805.0,8895.0,8710.0,8740.0,50.0,390685.0
2017-12-08,8750.0,8855.0,8715.0,8850.0,110.0,614778.0
2017-12-11,8870.0,8955.0,8835.0,8955.0,105.0,486269.0
2017-12-12,9030.0,9030.0,8890.0,8935.0,20.0,471073.0
2017-12-13,8970.0,8970.0,8840.0,8935.0,0.0,715431.0
2017-12-14,8920.0,8930.0,8830.0,8855.0,80.0,472467.0
2017-12-15,8860.0,8885.0,8760.0,8760.0,95.0,581709.0
2017-12-18,8760.0,8840.0,8730.0,8750.0,10.0,524156.0
2017-12-19,8755.0,8865.0,8750.0,8835.0,85.0,1210275.0
2017-12-20,8835.0,8885.0,8825.0,8845.0,10.0,833013.0
2017-12-21,8845.0,9010.0,8835.0,8985.0,140.0,691671.0
2017-12-22,8985.0,9010.0,8900.0,8935.0,50.0,620975.0
2017-12-26,8940.0,8965.0,8865.0,8890.0,45.0,466554.0
2017-12-27,8905.0,8945.0,8770.0,8770.0,120.0,435218.0
2017-12-28,8770.0,8845.0,8710.0,8830.0,60.0,672781.0
2018-01-02,8830.0,8935.0,8820.0,8935.0,105.0,631447.0
2018-01-03,8930.0,9015.0,8930.0,9015.0,80.0,652450.0
2018-01-04,9020.0,9045.0,8975.0,9015.0,0.0,709980.0
2018-01-05,9015.0,9105.0,8960.0,9085.0,70.0,676329.0
2018-01-08,9085.0,9120.0,9035.0,9090.0,5.0,964800.0
2018-01-09,9090.0,9115.0,9080.0,9105.0,15.0,580831.0
2018-01-10,9105.0,9175.0,9105.0,9165.0,60.0,687014.0
2018-01-11,9165.0,9190.0,9150.0,9180.0,15.0,644876.0
2018-01-12,9190.0,9210.0,9170.0,9210.0,30.0,800182.0
2018-01-15,9230.0,9340.0,9220.0,9300.0,90.0,818761.0
2018-01-16,9255.0,9375.0,9255.0,9355.0,55.0,2327089.0
2018-01-17,9355.0,9400.0,9340.0,9370.0,15.0,1393089.0
2018-01-18,9380.0,9450.0,9370.0,9425.0,55.0,779403.0
2018-01-19,9425.0,9500.0,9425.0,9460.0,35.0,814963.0
2018-01-22,9435.0,9580.0,9435.0,9580.0,120.0,1109255.0
2018-01-23,9605.0,9755.0,9595.0,9755.0,175.0,811154.0
2018-01-24,9850.0,9850.0,9725.0,9750.0,5.0,716956.0
2018-01-25,9765.0,9795.0,9660.0,9775.0,25.0,838659.0
2018-01-26,9775.0,9815.0,9735.0,9815.0,40.0,2877307.0
2018-01-29,9895.0,9895.0,9595.0,9640.0,175.0,2887052.0
2018-01-30,9645.0,9670.0,9540.0,9575.0,65.0,1724538.0
2018-01-31,9565.0,9600.0,9520.0,9550.0,25.0,2486752.0
2018-02-01,9580.0,9630.0,9440.0,9520.0,30.0,1045828.0
2018-02-02,9520.0,9655.0,9460.0,9630.0,110.0,2196443.0
2018-02-05,9575.0,9700.0,9525.0,9650.0,20.0,1355699.0
2018-02-06,9500.0,9645.0,9290.0,9325.0,325.0,1799310.0
2018-02-07,9400.0,9575.0,9265.0,9270.0,55.0,1313486.0
2018-02-08,9270.0,9340.0,9005.0,9105.0,165.0,892657.0
2018-02-09,8860.0,8960.0,8535.0,8630.0,475.0,3447950.0
2018-02-12,8720.0,8775.0,8655.0,8755.0,125.0,1268078.0
2018-02-13,8790.0,8950.0,8775.0,8840.0,85.0,1182276.0
2018-02-14,8875.0,8910.0,8760.0,8800.0,40.0,875174.0
2018-02-19,8920.0,9035.0,8905.0,9035.0,235.0,620011.0
2018-02-20,9035.0,9070.0,9000.0,9050.0,15.0,629124.0
2018-02-21,9050.0,9120.0,8995.0,9110.0,60.0,604532.0
2018-02-22,8980.0,9225.0,8980.0,9185.0,75.0,688475.0
2018-02-23,9185.0,9230.0,9155.0,9230.0,45.0,634471.0
2018-02-26,9650.0,9650.0,9160.0,9300.0,70.0,700384.0
2018-02-27,9320.0,9350.0,9175.0,9195.0,105.0,597456.0
2018-02-28,9260.0,9260.0,9105.0,9185.0,10.0,628352.0
2018-03-02,9100.0,9150.0,9050.0,9110.0,75.0,571008.0
2018-03-05,9170.0,9170.0,9100.0,9125.0,15.0,932132.0
2018-03-06,9155.0,9170.0,9040.0,9170.0,45.0,1162228.0
2018-03-07,9170.0,9200.0,9070.0,9130.0,40.0,1474850.0
2018-03-08,9150.0,9175.0,9070.0,9175.0,45.0,1084431.0
2018-03-09,9180.0,9220.0,9160.0,9185.0,10.0,996902.0
2018-03-12,9210.0,9295.0,9210.0,9240.0,55.0,1264300.0
2018-03-13,9240.0,9275.0,9210.0,9235.0,5.0,1204707.0
2018-03-14,9215.0,9235.0,9115.0,9160.0,75.0,993288.0
2018-03-15,9155.0,9215.0,9125.0,9200.0,40.0,1338340.0
2018-03-16,9210.0,9250.0,9175.0,9175.0,25.0,1236897.0
2018-03-19,9175.0,9215.0,9105.0,9205.0,30.0,1124957.0
2018-03-20,9175.0,9195.0,9120.0,9185.0,20.0,1612401.0
2018-03-21,9190.0,9240.0,9180.0,9215.0,30.0,1210281.0
2018-03-22,9190.0,9220.0,9055.0,9100.0,115.0,1730110.0
2018-03-23,8940.0,8950.0,8665.0,8700.0,400.0,1903371.0
2018-03-26,8600.0,8795.0,8600.0,8785.0,85.0,1409461.0
2018-03-27,8850.0,8970.0,8850.0,8890.0,105.0,1622045.0
2018-03-28,8885.0,8885.0,8685.0,8745.0,145.0,1824265.0
2018-03-29,8745.0,8795.0,8590.0,8765.0,20.0,1515739.0
2018-03-30,8800.0,8925.0,8800.0,8845.0,80.0,1269442.0
2018-04-02,8845.0,8870.0,8735.0,8765.0,80.0,847422.0
2018-04-03,8745.0,8760.0,8600.0,8645.0,120.0,1347498.0
2018-04-04,8685.0,8690.0,8610.0,8615.0,30.0,1094114.0
2018-04-05,8655.0,8700.0,8650.0,8660.0,45.0,872411.0
2018-04-06,8655.0,8680.0,8630.0,8665.0,5.0,944111.0
2018-04-09,8630.0,8755.0,8600.0,8745.0,80.0,1159246.0
2018-04-10,8845.0,8845.0,8650.0,8725.0,20.0,1247539.0
2018-04-11,8775.0,8910.0,8775.0,8880.0,155.0,924374.0
2018-04-12,8880.0,8890.0,8850.0,8875.0,5.0,1137677.0
2018-04-13,8880.0,8940.0,8850.0,8855.0,20.0,798148.0
2018-04-16,8795.0,8850.0,8655.0,8695.0,160.0,900905.0
2018-04-17,8705.0,8760.0,8580.0,8600.0,95.0,847827.0
2018-04-18,8700.0,8700.0,8440.0,8495.0,105.0,919617.0
2018-04-19,8515.0,8605.0,8505.0,8590.0,95.0,505532.0
2018-04-20,8585.0,8605.0,8485.0,8530.0,60.0,991403.0
2018-04-23,8530.0,8575.0,8485.0,8485.0,45.0,452956.0
2018-04-24,8500.0,8690.0,8490.0,8620.0,135.0,1425004.0
2018-04-25,8590.0,8690.0,8585.0,8650.0,30.0,557191.0
2018-04-26,8670.0,8695.0,8555.0,8555.0,95.0,570302.0
2018-04-27,8590.0,8615.0,8430.0,8500.0,55.0,444716.0
2018-04-30,8505.0,8535.0,8475.0,8495.0,5.0,433141.0
2018-05-02,8415.0,8595.0,8415.0,8475.0,20.0,526967.0
2018-05-03,8475.0,8535.0,8415.0,8535.0,60.0,397664.0
2018-05-04,8420.0,8540.0,8420.0,8510.0,25.0,371196.0
2018-05-08,8565.0,8705.0,8535.0,8670.0,160.0,495954.0
2018-05-09,8670.0,8760.0,8670.0,8730.0,60.0,658371.0
2018-05-10,8780.0,8780.0,8680.0,8715.0,15.0,698761.0
2018-05-11,8720.0,8755.0,8690.0,8690.0,25.0,460614.0
2018-05-14,8715.0,8780.0,8700.0,8780.0,90.0,358235.0
2018-05-15,8785.0,8825.0,8745.0,8785.0,5.0,524785.0
2018-05-16,8785.0,8815.0,8740.0,8765.0,20.0,513433.0
2018-05-17,8740.0,8800.0,8715.0,8725.0,40.0,554417.0
2018-05-18,8750.0,8760.0,8660.0,8760.0,35.0,438082.0
2018-05-21,8770.0,8920.0,8760.0,8875.0,115.0,307948.0
2018-05-23,8875.0,8875.0,8705.0,8740.0,135.0,460407.0
2018-05-24,8740.0,8740.0,8645.0,8680.0,60.0,635019.0
2018-05-25,8680.0,8710.0,8575.0,8610.0,70.0,390882.0
2018-05-28,8610.0,8630.0,8535.0,8610.0,0.0,340198.0
2018-05-29,8630.0,8630.0,8510.0,8545.0,65.0,427725.0
2018-05-30,8560.0,8560.0,8365.0,8455.0,90.0,522195.0
2018-05-31,8455.0,8540.0,8405.0,8490.0,35.0,374926.0
2018-06-01,8490.0,8515.0,8315.0,8420.0,70.0,413395.0
2018-06-04,8405.0,8510.0,8400.0,8505.0,85.0,322722.0
2018-06-05,8520.0,8575.0,8485.0,8570.0,65.0,467201.0
2018-06-07,8565.0,8615.0,8555.0,8575.0,5.0,321325.0
2018-06-08,8575.0,8595.0,8480.0,8480.0,95.0,304660.0
2018-06-11,8485.0,8495.0,8415.0,8470.0,10.0,354782.0
2018-06-12,8495.0,8560.0,8480.0,8555.0,85.0,441618.0
2018-06-14,8510.0,8570.0,8500.0,8515.0,40.0,677019.0
2018-06-15,8515.0,8535.0,8460.0,8530.0,15.0,209889.0
2018-06-18,8530.0,8545.0,8500.0,8530.0,0.0,255826.0
2018-06-19,8520.0,8535.0,8280.0,8280.0,250.0,297632.0
2018-06-20,8280.0,8330.0,8200.0,8275.0,5.0,1267571.0
2018-06-21,8285.0,8375.0,8210.0,8210.0,65.0,322509.0
2018-06-22,8180.0,8230.0,8110.0,8185.0,25.0,231549.0
2018-06-25,8205.0,8265.0,8100.0,8145.0,40.0,519285.0
2018-06-26,8180.0,8180.0,7665.0,8010.0,135.0,416077.0
2018-06-27,8045.0,8050.0,7800.0,7825.0,185.0,321381.0
2018-06-28,7825.0,7895.0,7700.0,7730.0,95.0,728075.0
2018-06-29,7775.0,7835.0,7690.0,7835.0,105.0,203965.0
2018-07-02,7850.0,7850.0,7645.0,7645.0,190.0,72661.0
2018-07-03,7670.0,7670.0,7365.0,7515.0,130.0,2301623.0
2018-07-04,7530.0,7590.0,7515.0,7540.0,25.0,53170.0
2018-07-05,7550.0,7580.0,7425.0,7490.0,50.0,1200889.0
2018-07-06,7550.0,7595.0,7380.0,7555.0,65.0,74045.0
2018-07-09,7550.0,7695.0,7475.0,7675.0,120.0,878375.0
2018-07-10,7700.0,7850.0,7700.0,7760.0,85.0,142319.0
2018-07-11,7700.0,7705.0,7555.0,7595.0,165.0,326928.0
2018-07-12,7615.0,7850.0,7610.0,7850.0,255.0,35607.0
2018-07-13,7880.0,7920.0,7845.0,7910.0,60.0,107766.0
2018-07-16,7940.0,7940.0,7790.0,7845.0,65.0,34896.0
2018-07-17,7855.0,7865.0,7720.0,7770.0,75.0,50713.0
