date,open,high,low,close,diff,volume
2017-11-15,33570.0,33575.0,33385.0,33450.0,195.0,241113.0
2017-11-16,33510.0,33690.0,33420.0,33645.0,195.0,450659.0
2017-11-17,33815.0,34020.0,33645.0,33645.0,0.0,312603.0
2017-11-20,33705.0,33740.0,33455.0,33495.0,150.0,255468.0
2017-11-21,33595.0,33700.0,33515.0,33570.0,75.0,270501.0
2017-11-22,33800.0,33920.0,33680.0,33770.0,200.0,528099.0
2017-11-23,33820.0,33820.0,33655.0,33715.0,55.0,268405.0
2017-11-24,33745.0,33765.0,33610.0,33765.0,50.0,66106.0
2017-11-27,33795.0,33795.0,33175.0,33205.0,560.0,1723112.0
2017-11-28,33220.0,33365.0,33100.0,33305.0,100.0,121525.0
2017-11-29,33355.0,33455.0,33275.0,33295.0,10.0,124718.0
2017-11-30,33080.0,33175.0,32715.0,32720.0,575.0,1822559.0
2017-12-01,32860.0,32880.0,32675.0,32725.0,5.0,283930.0
2017-12-04,32870.0,33060.0,32730.0,33060.0,335.0,336169.0
2017-12-05,32890.0,33240.0,32840.0,33180.0,120.0,171406.0
2017-12-06,33190.0,33190.0,32690.0,32690.0,490.0,268518.0
2017-12-07,32775.0,32780.0,32485.0,32590.0,100.0,285832.0
2017-12-08,32715.0,32760.0,32575.0,32690.0,100.0,129109.0
2017-12-11,32765.0,32765.0,32600.0,32745.0,55.0,100609.0
2017-12-12,32730.0,32740.0,32560.0,32600.0,145.0,296417.0
2017-12-13,32665.0,32880.0,32570.0,32870.0,270.0,384398.0
2017-12-14,32960.0,33335.0,32835.0,32835.0,35.0,334263.0
2017-12-15,33020.0,33085.0,32810.0,32855.0,20.0,402671.0
2017-12-18,32915.0,32960.0,32825.0,32910.0,55.0,253753.0
2017-12-19,33005.0,33190.0,32845.0,32900.0,10.0,526431.0
2017-12-20,32880.0,32985.0,32820.0,32835.0,65.0,403978.0
2017-12-21,32765.0,32805.0,32220.0,32220.0,615.0,460665.0
2017-12-22,32285.0,32430.0,32205.0,32360.0,140.0,352543.0
2017-12-26,32450.0,32605.0,32220.0,32230.0,130.0,702356.0
2017-12-27,32335.0,32580.0,32280.0,32580.0,350.0,438838.0
2017-12-28,32620.0,33115.0,32620.0,33115.0,535.0,425041.0
2018-01-02,33080.0,33215.0,33025.0,33160.0,45.0,164376.0
2018-01-03,33295.0,33395.0,33225.0,33275.0,115.0,147570.0
2018-01-04,33500.0,33500.0,33020.0,33030.0,245.0,372007.0
2018-01-05,33140.0,33450.0,33140.0,33450.0,420.0,162811.0
2018-01-08,33615.0,33765.0,33455.0,33650.0,200.0,115753.0
2018-01-09,33605.0,33850.0,33450.0,33570.0,80.0,131139.0
2018-01-10,33690.0,33690.0,33315.0,33365.0,205.0,232722.0
2018-01-11,33330.0,33390.0,33120.0,33195.0,170.0,350468.0
2018-01-12,33300.0,33300.0,33025.0,33265.0,70.0,155782.0
2018-01-15,33350.0,33485.0,33230.0,33310.0,45.0,70804.0
2018-01-16,33325.0,33645.0,33260.0,33590.0,280.0,1106258.0
2018-01-17,33530.0,33590.0,33415.0,33500.0,90.0,555617.0
2018-01-18,33695.0,33785.0,33470.0,33500.0,0.0,97404.0
2018-01-19,33570.0,33630.0,33480.0,33515.0,15.0,42638.0
2018-01-22,33505.0,33505.0,33050.0,33200.0,315.0,154486.0
2018-01-23,33285.0,33655.0,33285.0,33655.0,455.0,455812.0
2018-01-24,33630.0,33840.0,33630.0,33685.0,30.0,145418.0
2018-01-25,33625.0,34025.0,33625.0,33985.0,300.0,792508.0
2018-01-26,33965.0,34125.0,33885.0,34125.0,140.0,105527.0
2018-01-29,34260.0,34520.0,34260.0,34340.0,215.0,591138.0
2018-01-30,34255.0,34425.0,33855.0,33855.0,425.0,499418.0
2018-01-31,33735.0,34365.0,33730.0,33865.0,10.0,1561511.0
2018-02-01,34080.0,34085.0,33830.0,33870.0,5.0,139476.0
2018-02-02,33925.0,33925.0,33175.0,33240.0,630.0,306141.0
2018-02-05,32810.0,32965.0,32625.0,32870.0,370.0,880740.0
2018-02-06,32175.0,32460.0,31810.0,32375.0,495.0,1257934.0
2018-02-07,32695.0,32710.0,31575.0,31580.0,795.0,348338.0
2018-02-08,31595.0,31935.0,31500.0,31825.0,245.0,508660.0
2018-02-09,30905.0,31130.0,30850.0,31005.0,820.0,411343.0
2018-02-12,31135.0,31470.0,31010.0,31325.0,320.0,2138391.0
2018-02-13,31550.0,31920.0,31445.0,31600.0,275.0,293848.0
2018-02-14,31795.0,32065.0,31795.0,31950.0,350.0,137932.0
2018-02-19,32410.0,32420.0,31985.0,32160.0,210.0,260003.0
2018-02-20,32050.0,32070.0,31720.0,31770.0,390.0,1883021.0
2018-02-21,31800.0,31985.0,31585.0,31920.0,150.0,312482.0
2018-02-22,31755.0,31880.0,31625.0,31765.0,155.0,539569.0
2018-02-23,31875.0,32225.0,31875.0,32225.0,460.0,201935.0
2018-02-26,32390.0,32390.0,32170.0,32275.0,50.0,154286.0
2018-02-27,32485.0,32615.0,32215.0,32220.0,55.0,272174.0
2018-02-28,32125.0,32235.0,31800.0,31815.0,405.0,87848.0
2018-03-02,31475.0,31520.0,31195.0,31370.0,445.0,379682.0
2018-03-05,31375.0,31375.0,30960.0,30960.0,410.0,299671.0
2018-03-06,31250.0,31590.0,31235.0,31585.0,625.0,97304.0
2018-03-07,31760.0,31935.0,31420.0,31605.0,20.0,108919.0
2018-03-08,31890.0,31890.0,31645.0,31890.0,285.0,202880.0
2018-03-09,32180.0,32590.0,32015.0,32290.0,400.0,399692.0
2018-03-12,32645.0,32710.0,32495.0,32600.0,310.0,292484.0
2018-03-13,32600.0,32775.0,32550.0,32775.0,175.0,138642.0
2018-03-14,32565.0,32750.0,32545.0,32750.0,25.0,169392.0
2018-03-15,32810.0,32885.0,32530.0,32860.0,110.0,193361.0
2018-03-16,32820.0,32865.0,32585.0,32795.0,65.0,125256.0
2018-03-19,32750.0,32805.0,32505.0,32550.0,245.0,110345.0
2018-03-20,32400.0,32715.0,32370.0,32715.0,165.0,93136.0
2018-03-21,32730.0,32815.0,32685.0,32735.0,20.0,74549.0
2018-03-22,32800.0,33035.0,32735.0,32870.0,135.0,85089.0
2018-03-23,32140.0,32255.0,31700.0,31700.0,1170.0,666475.0
2018-03-26,31680.0,32020.0,31530.0,32020.0,320.0,373765.0
2018-03-27,32245.0,32280.0,32100.0,32185.0,165.0,376942.0
2018-03-28,31825.0,31840.0,31565.0,31755.0,430.0,155961.0
2018-03-29,31815.0,32075.0,31700.0,32030.0,275.0,108291.0
2018-03-30,32260.0,32350.0,32155.0,32155.0,125.0,1910487.0
2018-04-02,32125.0,32355.0,32015.0,32040.0,115.0,217360.0
2018-04-03,31830.0,31950.0,31640.0,31950.0,90.0,88545.0
2018-04-04,32020.0,32020.0,31435.0,31460.0,490.0,304302.0
2018-04-05,31700.0,32035.0,31650.0,31915.0,455.0,72893.0
2018-04-06,31700.0,31830.0,31570.0,31760.0,155.0,128993.0
2018-04-09,31705.0,31990.0,31705.0,31945.0,185.0,77033.0
